tittle,question,answer,url,ans_count,tag
"MySQL: How do I test my database architecture (foreign key consistency, stored procedures, etc)","I'm just about designing a larger database architecture. It will contain a set of tables, several views and quite some stored procedures. Since it's a database of the larger type and in the very early stage of development (actually it's still only in the early design stage) I feel the need of a test suite to verify integrity during refactoring.
I'm quite familiar with testing concepts as far as application logic is concerned, both on server side (mainly PHPUnit) and client side (Selenium and the Android test infrastructure).
But how do I test my database architecture?

Is there some kind of similar testing strategies and tools for databases in general and MySQL in particular?
How do I verify that my views, stored procedures, triggers and God-knows-what are still valid after I change an underlying table?
Do I have to wrap the database with, say, a PHP layer to enable testing of database logic (stored procedures, triggers, etc)?","To test a database, some of the things you will need are: 

A test database containing all your data test cases, initial data, and so on. This will enable you to test from a known start position each time. 
A set of transactions (INSERT, DELETE, UPDATE) that move your database through the states you want to test. These can themselves be stored in the test database.
Your set of tests - expressed as queries on the database, that do the actual checking of the results of your actions. These results will be tested by your test suite.
Exceptions can be thrown by a database, but if you are getting exceptions, you are likely to have much more serious concerns in your database and data. You can test the action of the database in a similar fashion, but except for ""corner cases"" this should be less necessary, as modern database engines are pretty robust at their task of data serving.

You should not need to wrap your database with a PHP layer - if you follow the above structure it should be possible to have your complete test suite in the DML and DDL of your actual database combined with your normal test suite.",https://stackoverflow.com/questions/10958663/mysql-how-do-i-test-my-database-architecture-foreign-key-consistency-stored-p,2,0
java: refactoring case (M and C of MVC?),"I have a situation in Java where I have an external device that I want to communicate via serial I/O. I know how to do this, but I'm now in a refactoring mode to make sure I've got a maintainable software package, & was looking for advice on what to do / not to do at a high level (specific questions below)
Conceptually, let's say I have a low-level DeviceIOChannel interface with several methods (getInputStream, getOutputStream, and some other ones for controlling connection / disconnection detection, etc.), implemented by one or more classes that handle the I/O for various data link types (RS232, TCPIP, etc). Some of my software, let's call it a Device class, is devoted to managing the I/O (parsing the input, constructing output, managing low-level state machines), but without knowing the details of how DeviceIOChannel does its thing (so I can use it with RS232 or TCPIP without having to change the Device class). So I'll probably pass in DeviceIOChannel as a parameter to Device's constructor. I also would like to expose some sort of data model to the outside world.

Does my partitioning of DeviceIOChannel  / Device sound right?
Device needs to be doing some things actively on a worker thread. What's the best way to set this up? Should I have it create and manage its own Thread or ScheduledExecutorService? Or should I pass in a ScheduledExecutorService as a construction parameter?
any thoughts (links to good articles on the web would be ideal!) about how to whether or not the Device class should have a startup() method distinct from construction? (doing all the initialization in construction makes me nervous... seems like class instance construction should be quick, and then lengthy stuff should be reserved for an init or startup phase that comes later.) 
What about whether to have a Device class with a pair of shutdown / restart methods, vs. no shutdown + requiring a new Device instance to be created?
I'm still new to MVC architecture: would it make sense to create a DeviceDataModel interface that Device implements, or should I have some separate class DeviceDataModel that somehow has two-way communication with the Device class?","To answer your question one point at a time.

Yes, it does sound reasonable.
Yes, passing an abstraction for your threading will definitely make the class much more testable. Two dependencies in a constructor doesn't sound unreasonable.
Having a startup method adds more overhead (on method calls you have to check if startup was called, you can't assume it), however I agree that such network activity on a constructor always looks weird to me when I see it. I think it is really a matter of style, but one advantage of a separate method is that if you need to debug or log state before starting, your Device class can express its configuration as an instance, rather than making it impossible for something else to get a handle on the object.
I think the answer to this question depends almost entirely on how you handle #3. An API with no surprises would not have a way to restart if it started in its constructor, and would have a way if it started via a method.
Given the network IO nature of this class, a DeviceDataModel interface is going to make the rest of the code much more testable. However, it need not be implemented directly by the Device class, but rather returned from a method of the Device class as an inner class, so it could communicate with the device class easily, but still be something that can be mocked or stubbed during testing. At least, as long as serialization of the the DeviceDataModel isn't a requirement.",https://stackoverflow.com/questions/2156783/java-refactoring-case-m-and-c-of-mvc,1,0
Method paratemers refactoring in software-design,"I guess the question applies to any OO-Language.
According to software-design guidelines(1), fields (= variables here), what comes together in the method parameter list , let it be for example 
String bikeName;
Wheel wheel1;
Wheel wheel2;

Used in the lots methods together, for example
firstMethod(String bikeName, Wheel wheel1, Wheel wheel2) ...
secondMethod(String bikeName, Wheel wheel1, Wheel wheel2) ...

according to softwaredesign, is is better to refactor the code to have the Class Bike with this fields, and methods:
firstMethod(Bike bike)
secondMethod(Bike bike)

This operation is trivial and can even be done automated to any code by a one-button click refactoring function.
Consider the case, firstMethod has following in his body:
firstMethod(Bike bike){

Wheel rwheel = bike.getRearWheel();
int somePower = rwheel.getPower(); //whatever

secondMethod(bike);
}


secondMethod(Bike bike){
...
Wheel rwheel = bike.getRearWheel();
// or even:
int somePower = rwheel.getPower(); //whatever


}

But in the secondMethod, the bike.getRearWheel() or further rwheel.getSpeed() is called again. 
In order to do not call the same methods twice (also a software-design guideline), one could change a method to 
secondMethod(Bike bike, int someSpeed )...

But this is can become cumbersome, especially in the real case with lost of variables and is against the guideline (1).
What variabt would you choose in the praxis?","guidelines are not solutions and cannot cover every situation. My (strictly personal) recommendation is to try it as follows:
firstMethod(Bike bike){
    ... // other stuff
    int somePower = bike.getRearWheek().getPower();
    ...
    secondMethod(bike, somePower);
    ...
}

Then define:
secondMethod(Bike bike){
    secondMethod(bike, -1);
}

secondMethod(Bike bike, int knownPower){
    ...
    int somePower = (knownPower < 0)? bike.getRearWheel().getPower() : knownPower;
    ...
}

Or along those lines, anyway.",https://stackoverflow.com/questions/36763109/method-paratemers-refactoring-in-software-design,1,0
DbUnit.NET Alternatives,"Are there other '.NET (2.0) Unit Testing Framework for Database Access Code' besides DbUnit.NET?
I've been trying DbUnit.NET and some things are not supported. Also, the project seems to be in alpha since 22nd May 2006...
We are refactoring our architecture to be able to do tests with mocking frameworks, but until that work is done I'd like to have a framework like DbUnit.NET (but better).","I ran into this problem a few years ago.  I was annoyed at the state of DBUnit.Net.  It was missing features that were important to me.  Thanks to IKVM, it's not very difficult to use the normal Java version of DBUnit from dotnet.  As a matter of fact, I'm running C# integration tests right now that are using the original DBUnit.  Here's how I converted the java version of DBUnit into a .Net assembly:

Download IKVM
Place the following jars into a common directory: commons-collections-3.2.jar commons-logging-1.1.jar junit-4.1.jar commons-lang-2.2.jar dbunit-2.2.jar sqljdbc.jar

Now, from the command line with a working directory of the common jar directory:
ikvmc -target:libary -keyfile:yoursignature.snk -debug -version:2.2.0.0 -out:dbunit.dll *.jar

You can get necessary libraries from the following locations:

commons-*    Apache Commons
dbunit.jar   DbUnit homepage
sqljdbc.jar  MSDN
junit.jar    Junit homepage

If you are not using SQL Server as your database, then replace sqljdbc.jar with the appropriate JDBC driver.  To use DBUnit directly from your .Net code, include dbunit.dll and the appropriate IKVM assemblies.  
The jar versions I have given here are old.  My notes on this subject are almost three years old.  Newer versions will probably work, but I have not tried them.",https://stackoverflow.com/questions/780614/dbunit-net-alternatives,3,0
recurring scheduler in RxJava,"I wanna remove old stuff from the ListView, so I defined recurring scheduler as a handler in the Activity.
private Handler handler = new Handler();
private Runnable runnableCode = new Runnable() {
    @Override
    public void run() {
        doSomethingOnRecyclerView();
        handler.postDelayed(runnableCode, 2000);
    }
};
handler.post(runnableCode);

It works, however, I'm refactoring the app to use RxJava, mvp and dagger. How to do recurring scheduler in RxJava?
Where to keep it in MVP architecture, in presenter?","I'd have the handler live in the presenter class and call the appropriate view methods at each interval. With RX you can have an emitter (or flowable?) that fires every x seconds. This will accomplish the same thing that you have in your code.
Be sure to wire up the scheduler to the presenter's lifecycle",https://stackoverflow.com/questions/43170732/recurring-scheduler-in-rxjava,1,0
what are the pros and cons using LINQ to SQL?,performance ? architecture ? the system in question will always be a MS SQL database there is an existing DAL but there will be refactoring done on the system and Linq-to-SQL seems a good candidate to avoid maintaining a DAL or SP's,"For advantages, see the accepted answer on this related question: What are the advantages of LINQ to SQL?.
For disadvantages, you may be interested in the discussion at this related question: linq2sql disadvantages",https://stackoverflow.com/questions/3575222/what-are-the-pros-and-cons-using-linq-to-sql,2,0
What are the advantages of LINQ to SQL?,"I've just started using LINQ to SQL on a mid-sized project, and would like to increase my understanding of what advantages L2S offers.
One disadvantage I see is that it adds another layer of code, and my understanding is that it has slower performance than using stored procedures and ADO.Net.  It also seems that debugging could be a challenge, especially for more complex queries, and that these might end up being moved to a stored proc anyway.
I've always wanted a way to write queries in a better development environment, are L2S queries the solution I've been looking for?  Or have we just created another layer on top of SQL, and now have twice as much to worry about?","Advantages L2S offers: 

No magic strings, like you have in SQL queries
Intellisense
Compile check when database changes
Faster development
Unit of work pattern (context)
Auto-generated domain objects that are usable small projects
Lazy loading.
Learning to write linq queries/lambdas is a must learn for .NET developers.

Regarding performance:

Most likely the performance is not going to be a problem in most solutions. To pre-optimize is an anti-pattern. If you later see that some areas of the application are to slow, you can analyze these parts, and in some cases even swap some linq queries with stored procedures or ADO.NET.
In many cases the lazy loading feature can speed up performance, or at least simplify the code a lot.

Regarding debuging:

In my opinion debuging Linq2Sql is much easier than both stored procedures and ADO.NET. I recommend that you take a look at Linq2Sql Debug Visualizer, which enables you to see the query, and even trigger an execute to see the result when debugging. 
You can also configure the context to write all sql queries to the console window, more information here

Regarding another layer:

Linq2Sql can be seen as another layer, but it is a purely data access layer. Stored procedures is also another layer of code, and I have seen many cases where part of the business logic has been implemented into stored procedures. This is much worse in my opinion because you are then splitting the business layer into two places, and it will be harder for developers to get a clear view of the business domain.",https://stackoverflow.com/questions/593808/what-are-the-advantages-of-linq-to-sql,5,0
linq2sql disadvantages,"I am hearing a lot of rumours that Linq2Sql is not going to be supported any more in the next version of .net. I like Linq2Sql a lot and find it very easy / lightweight to work with. I can understand some of the problems people have had with it (ppl used to nhibernate...) but used correctly I think most problems can be solved. I currently use it in all my projects now and I would hate to see that it isn't going to be supported any more.
So list the disadvantes you see with Linq2Sql","If there were another version of Linq to SQL, here's my feature wishlist:
Things I actually wanted whilst building my last Linq-to-SQL project (and had to work around manually in most cases)

Many-many associations 
Better visual designer (including a ""refresh table"" feature)
Control over cascade delete/update/SET NULL that doesn't involve hacking the XML
Specific mappings for culture/string comparisons into SQL COLLATE statements (e.g. specifying whether passwords should be case sensitive or not, rather than relying on the default collation of the underlying database.)

Things I might want but haven't actually needed yet:

Support for ordered collections (persisting lists to the DB so they are automatically retrieved in the same order they were persisted)",https://stackoverflow.com/questions/339786/linq2sql-disadvantages,4,0
do I really need to write 'ngInject',"I'm currently refactoring my code to be be compliant with component-base architecture (for further migration to Angular).
Do I really need the 'ngInject' string and the $inject at the end?
In my current code I'm using ng-annotate with gulp and it seems like it deals with all the dependencies injection for minifications.
   class SecuritySettingsCtrl {
    constructor($scope) {
        'ngInject';
        _self = this;

        _self.$onInit = function () {
            //....
            }

        };
    }

SecuritySettingsCtrl.$inject = ['$scope'];
export default SecuritySettingsCtrl","You need either 'ngInject' (if it configured correctly and works) or .$inject = ...,
or export default ['$scope', ...] 
JavaScript minifiers in general know nothing about Angular. So they minify 
function ctrl($scope) { $scope.name = 'test'}

to something like
function c(a) { a.name = 'test'}

If you add ng-anotate or angularjs-annotate or whatever plugin you like and it works, it will add ctrl.$inject = ['$scope'] for you, so you have:
function c(a) { a.name = 'test'}
c.$inject = ['$scope']

If your minified app works - you configured ngInject (or whatever else) correctly.
P.S. Using 'ngInject' together with manual inject SecuritySettingsCtrl.$inject of course makes no sense.
""It works"" means it works :D you can check it manualy in result minified js file, with test or in real app.",https://stackoverflow.com/questions/51930397/do-i-really-need-to-write-nginject,1,0
should we pack our 3rd party libraries with our components?,"We are doing some architecture refactoring. We are a SaaS company so all deploys are to our own self managed servers. Current model packs all of our binaries along with 3rd party libraries we use into ears, wars, tars, etc. These packages include all of the libraries they depend on. 
When they are deployed they are manually exploded (untar'd) or picked up by whatever target container they were built for. 
Since the libraries don't change much we are wondering if it's a better idea to deploy the libraries before hand, as part of environment setup, and update them as needed. We aren't leaning one way or the other, and I am just looking for some feedback.","It is generally better to pack libraries with the ears,wars, etc.  Some reasons are:

It saves time when you configure a new server machine.  If you don't package your dependencies with your deployable it can take a long time to get all the correct libraries on a new target server machine.
You can deploy different .war files to an application server that depend on different versions of the same library
Upgrading a library is straight forward if you package your dependencies with your deployable (simply redeploy).  If your libraries are separate you have additional steps to deploy a new library (and another place where things can go wrong).
You can be sure that a .war that is deployed on a test environment will behave the same in a prod environment if you include dependencies.  Subtle differences in test/prod environments with centralised libraries and versions often cause problems. 
Your dependency list is really explicit.  You can for example do an open source license audit.  If you don't package dependencies with your package, you never know...",https://stackoverflow.com/questions/2105463/should-we-pack-our-3rd-party-libraries-with-our-components,1,0
How to manage huge sized classes and refactoring in unit testing (junit),"In our project which has huge sized classes and sub relations we have been developing for months. Also, we have been developing junit test cases.
Automatic unit tests are good in general, but in real life it is not easy as we think. Managing the unit test architecture is easier than creating mock objects and stubs etc. Also, we are testing the dao and service layers.
The problem is that our classes have so many attributes. (I know it's not a good object oriendted design but it's legacy architecture.)
For example; customer class has 58 attributes and it's related to address, marsaccounts and etc. Totally if you want to test this class you have to create inputs, inputs with 90 or more attributes.
Our architecture has many  business rule on Customer, so that we have to create more than 50 customer inputs to test every rule, method or flow. 
In short, you have to create 4500 (90 x 50) attributes for all, but less for a reliable test (only necessary attributes). 
Preparing the test inputs are painful and annoying. Imagine, 2 columns added to Customer object and they store critical values.  it seems easy, but refactoring the test inputs are     soul-destroying.
How can I manage the test stub and How can I overcome the huge input set ?
Regards.","it looks like you have only two options: make less attributes relevant or learn to easily set-up tests with large number of attributes.
less attributes: refactor. and no one will give you much more detailed help because we don't know your business. try to find smaller groups of attributes that control some logic and test that logic using only those attributes.
easy test set-up: you can use customer builders. by default they create customer with some standard/most common settings and you tune the result however you want like 
customer = makeCustomer().withActiveStatus(false).withDebit(3000).build()

Then, when new attribute appears you just have to change makeCustomer() in one place.
you can also use parameterized tests to define a test case as a one liner or load data from spreadsheet which may be easier to maintain.
Often when new attribute appears it's not that it changes everything completely. usually it just adds new behaviour in one spot when that attribute is non-standard. therefore usually it's just adding the default attribute to the builder and a few tests that override that attribute
another way to make tests easy is to do property testing (QuickCheck family) although not always it's easy to use it in business logic",https://stackoverflow.com/questions/33080488/how-to-manage-huge-sized-classes-and-refactoring-in-unit-testing-junit,5,0
One vs. multiple entry points in web apps,"I'm working on a major refactoring of a web application.
It currently consists of some common scripts included from all pages (common, functions, header, footer...), plus entry points for all kinds of actions (login.php, viewthis.php, viewthat.php).
Now I'm thinking of introducing a front controller and using some kind of model architecture instead.
I'd like to know:
What are the pros and cons of both architectures? Any special benefits? What should be used in general (if any)?","I'd recommend a controller. You'll gain in centralized validation of in-data, easier adaptation for mod_rewrite etc.
Can't see any real point of the other technique. It's just old.
regards,
/t",https://stackoverflow.com/questions/4552926/one-vs-multiple-entry-points-in-web-apps,1,0
ASP Best Practices Overhead,"Assume a typical, database and session driven ASP application developed using best practices just before the first release of .NET. Assign the amount of effort required for seasoned professionals to implement it properly and efficiently to be 1.0.  
What would you estimate to be the amount of effort required to maintain it using best non-aggressive refactoring practices from then until now?
Would that have been a good investment (Option A)? Or would it have been better (option B) to have done new work with current best practices, but no refactoring? Or (Option C) would it have been best to keep the architecture consistent by doing new work with the old architecture?
In light of your choice, what should you be doing from now on?","I don't think you're giving us enough information to give a sensible answer.

Is this a product or an in-house system?
What is the history?
Is there a current project or current budget?
Are there any politics, historical or current?
Is the business domain behind the system well understood and documented?
Etc, etc.

In general and all other issues being equal, I would always start with option C to make sure that decisions are driven by the business rather than by technologists.",https://stackoverflow.com/questions/313506/asp-best-practices-overhead,1,0
Refactoring advice: maps to POJOs,"I currently am part of a project where there is an interface like this:
public interface RepositoryOperation {

    public OperationResult execute(Map<RepOpParam, Object> params);  
}

This interface has about ~100 implementers.
To call an implementer one needs to do the following:
final Map<RepOpParam, Object> opParams = new HashMap<RepOpParam, Object>();
opParams.put(ParamName.NAME1, val1);
opParams.put(ParamName.NAME2, val2);

Now I think that there is obviously something wrong with anything with a<Something, Object> generic declaration.
Currently this causes a caller of a OperationImpl to have to actually read the code of the operation in order to know how to build the argument map. (and this is not even the worst of the problems, but I don't want to cite them all since they are fairly obvious)
After some discussion I managed to convince my colleagues to let me do some refactoring.
It seems to me that the simplest 'fix' would be to change the interface like so:
public interface RepositoryOperation {

    public OperationResult execute(OperationParam param);  
}

After all the concrete operations will define (extend) their own OperationParam and the needed arguments would be visible to everybody. (which is the 'normal way' to do things like that IMHO)
So as I see it since the interface implementers are quite numerous I have several choices:

Try to change the interface and rewrite all the Operation calls to use objects instead of maps. This seems the cleanest, but I think that since the operations are a lot it might be too much work in practice. (~2 weeks with tests probably)
Add an additional method to the interface like so:
public interface RepositoryOperation {
    public OperationResult execute(Map<String, Object> params);
    public OperationResult execute(OperationParam params);  
}

and fix the map calls whenever I come across them during functionality implementation.
Live with it (please no !).

So my question is.
Does anyone see a better approach for 'fixing' the maps and if you do would you fix them with method 1 or 2 or not fix them at all. 
EDIT:
Thanks for the great answers. I would accept both Max's and Riduidel's answers if I could, but since I can't I'm leaning a bit more towards Riduidel's.","I can see a third way.
You have a map made of <RepOpParam, Object>. If I understand you correctly, what bothers you is the fact that there is no type checking. And obviously, it's not ideal. But, it is possible to move the type-checking issue from the whole parameter (your OperationParam) to individual RepOpParam. Let me explain it.
Suppose your RepOpParam interface (which currently seems like a tagging interface) is modified as it :
public interface RepOpParam<Value> {
    public Value getValue(Map<RepOpParam, Object> parameters);
}

You can then update modern code by replacing old calls to 
String myName = (String) params.get(ParamName.NAME1);

with new calls to
String myName = ParamName.NAME1.getValue(params);

The obvious collateral advantage being that you can now have a default value for your parameter, hidden in its very definition.
I have however to make clear that this third way is nothing more than a way to merge your two operations of the second way into only one, respecting old code prototype, while adding new powers in it. As a consequence, I would personnally go the first way, and rewrite all that ""stuff"", using modern objects (besides, consider taking a look at configuration librarires, which may lead you to interesting anwsers to this problem).",https://stackoverflow.com/questions/4440198/refactoring-advice-maps-to-pojos,3,0
Caching architecture for Memcached/wcf/web/ravendb,"I have an architecture question - related to my ravendb based setup.
I have the following:
ravendb -> wcf service -> (web/iphone/android)
the web/iphone/android level actually has (at the moment - this is growing) connections to 7 wcf services
at the moment the 7 services talk to the same ravendb - this is likely to be segmented in a future refactoring blitz as they don't need to be on the same instance - there is minimal - if none at all - crossover of the model.
My question is this:
I am looking at using memcached - at which points (i have little experience setting this up) can i / should i use memcached? 
between ravendb and wcf?
between wcf and (web/iphone/android)?
between all?
am i likely to run into stale data issues? is this taken care of or am i over simplifying things?","As many people will tell you: Premature optimization is the root of all evil (and they are all quoting Donald Knuth I think). So wait when you have performance issues before doing anything (You don't need to wait for the system to crush. Wait till you see 90% utilization of your resources)
That being said, You should use memcached (or any kind of caching for that matter) when you expect to use the cached data before it is being invalidated (The improvement factor will change upon many other factors like: the operation cost and the frequency in which the data accessed)  
To answer your ""where"" questions that really depends where you will be saving most on resources and it is really application specific and can not be answered here.",https://stackoverflow.com/questions/4766638/caching-architecture-for-memcached-wcf-web-ravendb,2,0
Is the Roslyn model so C#/VB.NET centric that it precludes XAML analysis now and in the future?,"I have just read the blog entry by JetBrains (Resharper) that suggests that Roslyn could never do XAML analysis:

Another core difference is that Roslyn covers exactly two languages, C# and VB.NET, whereas ReSharper architecture is multilingual

(quote from resharper blog)
For the uninitiated Resharper can do very good static analysis on XAML code allowing code completion and refactoring together with C#.
I am curious. Is the Roslyn architecture general enough to be extended to other languages than C# and VB.Net such as XAML or is it very specific.
To avoid suggesting this is opinion based I am looking for evidence in the source. Obviously any code can be refactored /re-engineered over time to fit some other purpose but I'm only interested in current evidence in the source or references to quotes from Roslyn develepors indicating that there is intent to extend Roslyn as an analysis engine to other languages such as XAML.","Hard to teach ""languages"" in a paragraph or two. People tend top call many things ""language"" and in some very general sense they might be but in real-world of programming ""language"" means programming language. In that world, XAML is not language at all :-) because you can't write code in it. 
XAML is a data description format and yes in a very general sense it can be called a language (has some basic constructs, their combination rules, and the result denotes something meaningful). But it doesn't have even its own syntax - it's XML. So it belongs to a group with say MSBuild and HTML. The kind of analysis you could, in theory, do with that is entirely different and very much related to the actual domain that the format describes. 
For MSBuild files, you could write some code to analyze dependencies it denotes and says try to find and point out holes in that but all you need for that are a few standard .NET classes. You don't need a parser, don't have any code generation, etc. You just load XML like any other and you already have everything and cam cruise around and dig out relations. Same for XAML. For everything XML-based ""Roslyn"" is XmlDocument, or XPathDocument.
Roslyn breaks it basks to produce a tree structure that allows you the same kind of cruising freedom that you get just by loading the XAML document into XmlDocument.",https://stackoverflow.com/questions/23005827/is-the-roslyn-model-so-c-vb-net-centric-that-it-precludes-xaml-analysis-now-and,2,0
What architecture for a TypeScript project?,"I'm starting a personal web project and I would like to use the new TypeScript release to build JS part.
I'm wondering what would be the best architecture to build one: usually, I like having one class per file. Here, with what I read from official doc, it would be hard to match this pattern (with reference tags or import keyword)...
I would like to know your tricks to avoid long dependency edits each time you're refactoring something. 
I know it's possible to compile your whole project in a single file but, for my part, I don't like this for performances (and you're still using reference tags). I prefer using requireJS but with TS, you're using relative paths and strings to import your classes, what annoy me a bit ^^
Feel free to give me some advices :) I'll appreciate your help!","I haven't documented it perfectly but grunt-ts can help you with the multiple import problem (https://github.com/grunt-ts/grunt-ts/issues/85#issue-29515541). 
What you do is type in ///ts:import=filename and grunt-ts keeps the generated import statement in sync as you refactor your project.
You can also load entire folders using the same syntax i.e. ///ts:import=foldername and even generate an index.ts for a folder using the same syntax and them import that index.ts instead of importing the folder everytime. 
To get started with grunt-ts just follow the readme : https://github.com/grunt-ts/grunt-ts#grunt-ts
Advantages : 

faster to get started. Relative paths are hard to type
easier to refactor (as long as you keep the filenames the same). And when you do change the filenames .. you get compile errors.",https://stackoverflow.com/questions/23310033/what-architecture-for-a-typescript-project,1,0
what is the best way to visualize technical investment for the business [closed],"Closed. This question needs to be more focused. It is not currently accepting answers.
                            
                        










Want to improve this question? Update the question so it focuses on one problem only by editing this post.
                        
Closed 5 months ago.



we have a number of functional deliverable planned for 2010 but we also have a technology agenda (architectural refactorings, consolidation, upgrade a platform).  any suggestions on the best way to include these in a roadmap to help the business understand why they are important.
one option is just saying trust us as this is the right thing to do to keep everything healthy but i would like some better visualization if possible","Being a bit cynical about it, I would say phrase every thing in terms of money. If you can't re-write your technical agenda in terms of money made or money saved, then why are you doing it at all?
Also, there is an article on ""technical debt in financial terms"" that I found very useful at:
http://forums.construx.com/blogs/stevemcc/archive/2007/11/01/technical-debt-2.aspx 
One of the more interesting points, to me, is ""One of the important implications of technical debt is that it must be serviced, i.e., once you incur a debt there will be interest charges.""
There is a brief follow up at 
http://forums.construx.com/blogs/stevemcc/archive/2007/12/12/technical-debt-decision-making.aspx",https://stackoverflow.com/questions/1741578/what-is-the-best-way-to-visualize-technical-investment-for-the-business,2,0
Why does android.arch.navigation cause Program type already present: android.support.v4.os.ResultReceiver$1?,"I am using Android Studio version
Android Studio 3.2 Canary 14
Build #AI-181.4668.68.32.4763614, built on May 4, 2018
JRE: 1.8.0_152-release-1136-b02 x86_64
JVM: OpenJDK 64-Bit Server VM by JetBrains s.r.o
Mac OS X 10.11.6

While investigating the new Architectural navigation components android.arch.navigation I have encountered this build failure.
AGPBI: {""kind"":""error"",""text"":""Program type already present: android.support.v4.os.ResultReceiver$1"",""sources"":[{}],""tool"":""D8""}
:app:transformDexArchiveWithExternalLibsDexMergerForDebug FAILED
FAILURE: Build failed with an exception.
* What went wrong:
Execution failed for task ':app:transformDexArchiveWithExternalLibsDexMergerForDebug'.
> com.android.builder.dexing.DexArchiveMergerException: Error while merging dex archives: ...
...
  Program type already present: android.support.v4.os.ResultReceiver$1

My app gradle build resembles:-
apply plugin: 'com.android.application'
apply plugin: ""androidx.navigation.safeargs""

android {
    compileSdkVersion 'android-P'
    defaultConfig {
        applicationId ""com.research.frager""
        minSdkVersion 19
        targetSdkVersion 28
        versionCode 1
        versionName ""1.0""
        testInstrumentationRunner ""androidx.test.runner.AndroidJUnitRunner""
    }
    buildTypes {
        release {
            minifyEnabled false
            proguardFiles getDefaultProguardFile('proguard-android.txt'), 'proguard-rules.pro'
        }
    }
}

dependencies {
    def nav_version = ""1.0.0-alpha01""

    implementation ""android.arch.navigation:navigation-fragment:$nav_version""
    implementation ""android.arch.navigation:navigation-ui:$nav_version""

    // optional - Test helpers
    androidTestImplementation ""android.arch.navigation:navigation-testing:$nav_version""

    implementation fileTree(dir: 'libs', include: ['*.jar'])
    implementation 'androidx.appcompat:appcompat:1.0.0-alpha1'

    implementation 'androidx.constraintlayout:constraintlayout:1.1.0'
    implementation 'androidx.lifecycle:lifecycle-extensions:2.0.0-alpha1'
    testImplementation 'junit:junit:4.12'

    androidTestImplementation 'androidx.test:runner:1.1.0-alpha2'
    androidTestImplementation 'androidx.test.espresso:espresso-core:3.1.0-alpha2'
}

and project level gradle build:-
buildscript {

    repositories {
        google()
        jcenter()
    }
    dependencies {
        classpath 'com.android.tools.build:gradle:3.2.0-alpha14'
        classpath ""android.arch.navigation:navigation-safe-args-gradle-plugin:1.0.0-alpha01""
    }
}

allprojects {
    repositories {
        google()
        jcenter()
    }
}

task clean(type: Delete) {
    delete rootProject.buildDir
}

I have tried refactoring to AndroidX, however I get a message stating No usages found in project, so why is this ""v4"" class still being mentioned?","I've been looking at this issue and I have sorted the main issue here by excluding the support package when adding the dependency to the library, doing this:
implementation(""android.arch.navigation:navigation-fragment:$nav_version"") {
  exclude group: 'com.android.support'
}

That would allow you to run the application. However, this artifact is using the support artifacts rather than the androidx artifacts. Looking at the documentation, we can see that NavHostFragment is extending support.v4.Fragment
https://developer.android.com/reference/androidx/navigation/fragment/NavHostFragment
So, in short, you are presented with three options, as far as I can see. The first one is to drop the androidx artifacts and use the support ones which eventually depends on how big your app is. 
The second option is to drop the navigation library and go back to the classic way of dealing with navigation which, I guess, is probably undesirable for you. 
The third option is to implement a navigation host of your own which I don't know how much work it would be. 
This response will remain accurate until Google releases the androidx version of the library which I am surprised they haven't already. 
Hope that was helpful.",https://stackoverflow.com/questions/50365581/why-does-android-arch-navigation-cause-program-type-already-present-android-sup,1,0
Is UML the correct language for making software blueprints? [closed],"Closed. This question is opinion-based. It is not currently accepting answers.
                            
                        










Want to improve this question? Update the question so it can be answered with facts and citations by editing this post.
                        
Closed 2 years ago.



I was having a conversation last week with a coworker about architecture (real architecture, as in designing buildings).  During our talk it came up that architectural blueprints give an architect, civil engineer, and contractor all the detail they need to build something.  It got both of us thinking about the state of software engineering and that there is no universally adopted approach for describing the design of software.  
We have UML, but I find that it is often hard to convey enough detail without the diagrams being overly complex.  Are there good examples of large software that was designed out using elaborate UML diagrams?
Then again, is having a large set of software blueprints even useful?  After all refactoring and rebuilding software is much cheaper than rebuilding a skyscraper.  Are architectural blueprints the wrong analogy for software design?  Is there a better analogy that you can think of?","Architectural blueprints are a nearly-precise representation of the actual house. They are not - usually - an abstraction conforming to a model of how houses should look, they are a representation of how the house will be. 
Contrast that with UML/Flowcharts/Rational Rose/Methodology-of-the-month - those are models. They abstract away implementation details, and presume that a given model(Say, OO) is how software should be, while in reality, software is always breaking those abstractions, because the models are not a good representation.
In a sense, this ties into a question of explanatory power and computability: a house blueprint is a fixed representation with a fixed expression, and a fixed input; whereas a software blueprint must account for variable input, possibly even of potentially unbounded length. Software that permits plugins or other ""computing"" tie-ins now has what amounts to a Turing machine operator embedded into it, which gives rise to a host of unpredictability. So the input space of software vis-a-vis a house is mathematically larger, meaning the representational techniques must be correspondingly more computationally powerful. And this is where UML et al. falls down - they are not homomorphic with real software.",https://stackoverflow.com/questions/776889/is-uml-the-correct-language-for-making-software-blueprints,12,0
